uid,method,smiles,warhead_atom_name
RL_GEOMEAN_0172,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)c3ccccc3)c2C1,C20
RL_GEOMEAN_0173,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(Cl)c2C1,C14
RL_GEOMEAN_0174,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(N)cn3)c2C1,C22
RL_GEOMEAN_0175,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(-c4ccccc4)c3)c2C1,C24
RL_GEOMEAN_0176,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)ccn3)c2C1,C23
RL_GEOMEAN_0177,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(-c4cncc(Br)c4)c3)c2C1,C24
RL_GEOMEAN_0178,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc(C(C)(C)F)c3)c2C1,C27
RL_GEOMEAN_0179,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc(C(F)(F)F)c3)c2C1,C23
RL_GEOMEAN_0180,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc(C)n3)c2C1,C23
RL_GEOMEAN_0181,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C)cc3F)c2C1,C23
RL_GEOMEAN_0182,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccccc3N)c2C1,C22
RL_GEOMEAN_0183,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3c[nH]c4cccc(O)c34)c2C1,C23
RL_GEOMEAN_0184,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(CC)n(C)c3)c2C1,C26
RL_GEOMEAN_0185,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)c3cnc[nH]3)c2C1,C19
RL_GEOMEAN_0186,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnccc3F)c2C1,C21
RL_GEOMEAN_0187,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(N)c3cnccc3C)c2C1,C23
RL_GEOMEAN_0188,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3nc(C)[nH]c3Cl)c2C1,C22
RL_GEOMEAN_0189,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc(N)c3)c2C1,C22
RL_GEOMEAN_0190,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(S(N)(=O)=O)cc3)c2C1,C24
RL_GEOMEAN_0191,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc4ncccc4c3)c2C1,C23
RL_GEOMEAN_0192,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)c3cnco3)c2C1,C19
RL_GEOMEAN_0193,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccnc(C(F)(F)F)c3)c2C1,C23
RL_GEOMEAN_0194,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncc(Br)o3)c2C1,C20
RL_GEOMEAN_0195,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc(O)c3)c2C1,C22
RL_GEOMEAN_0196,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)NCc3cccc(C)n3)c2C1,C25
RL_GEOMEAN_0197,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(OC)n(C)c3)c2C1,C25
RL_GEOMEAN_0198,RL_GEOMEAN,C=CC(=O)N1C(C(=O)Nc2ccc(C)cc2)C1c1cccc(C)c1,C25
RL_GEOMEAN_0199,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnoc3)c2C1,C20
RL_GEOMEAN_0200,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C(C)C)s3)c2C1,C26
RL_GEOMEAN_0201,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Cc3cncnc3)c2C1,C22
RL_GEOMEAN_0202,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(Cc3ccccc3)c2C1,C20
RL_GEOMEAN_0203,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(CC(=O)c3cccs3)c2C1,C21
RL_GEOMEAN_0204,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cc(C(N)=O)ccn4)cn3)c2C1,C27
RL_GEOMEAN_0205,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn4cc(F)ccc4n3)c2C1,C22
RL_GEOMEAN_0206,RL_GEOMEAN,C=CC(=O)N1Cc2ccc(C(=O)Nc3ccncc3)cc2C1,C21
RL_GEOMEAN_0207,RL_GEOMEAN,C=CC(=O)N1Cc2ccc(C(=O)Nc3ccccc3)cc2C1,C21
RL_GEOMEAN_0208,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)c3cccc(O)c3)c2C1,C21
RL_GEOMEAN_0209,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc(Br)c3)c2C1,C21
RL_GEOMEAN_0210,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(OC)cn3)c2C1,C24
RL_GEOMEAN_0211,RL_GEOMEAN,C=CC(=O)N1Cc2cncc(C(=O)Nc3c[nH]nc3C)c2C1,C22
RL_GEOMEAN_0212,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(O)Nc3cncs3)c2C1,C21
RL_GEOMEAN_0213,RL_GEOMEAN,C=CC(=O)N1Cc2ccc(C(=O)Nc3cc(C)oc3C)cc2C1,C24
RL_GEOMEAN_0214,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc([N+](=O)[O-])s3)c2C1,C21
RL_GEOMEAN_0215,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnccc3Br)c2C1,C21
RL_GEOMEAN_0216,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc4cnccc4c3)c2C1,C23
RL_GEOMEAN_0217,RL_GEOMEAN,C=CC(=O)N1CCc2cccc(C(=O)Nc3cccnc3)c2C1,C23
RL_GEOMEAN_0218,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(Cc3cncn3-c3ncc(F)cn3)c2C1,C23
RL_GEOMEAN_0219,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc4cccc(C)c4c3)c2C1,C25
RL_GEOMEAN_0220,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccnc(Cl)c3)c2C1,C21
RL_GEOMEAN_0221,RL_GEOMEAN,C=CC(=O)N1Cc2ccc(C(=O)Nc3ncc[nH]3)cc2C1,C20
RL_GEOMEAN_0222,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(O)cn3)c2C1,C22
RL_GEOMEAN_0223,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc4ccccc34)c2C1,C23
RL_GEOMEAN_0224,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(N)ccn3)c2C1,C22
RL_GEOMEAN_0225,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(Cc3ccncc3)c2C1,C20
RL_GEOMEAN_0226,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(Br)cc3)c2C1,C21
RL_GEOMEAN_0227,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc(CN)c3)c2C1,C24
RL_GEOMEAN_0228,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)NC(C)C(C)C)c2C1,C27
RL_GEOMEAN_0229,RL_GEOMEAN,C=CC(=O)N1CC2CC1Cc1c(C(=O)O)cccc12,C21
RL_GEOMEAN_0230,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(SC)c(Cl)c3)c2C1,C24
RL_GEOMEAN_0231,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc(C(C)NC)c3)c2C1,C28
RL_GEOMEAN_0232,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(O)c3cccc(C(=O)O)c3)c2C1,C24
RL_GEOMEAN_0233,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(F)c(F)c3)c2C1,C21
RL_GEOMEAN_0234,RL_GEOMEAN,C=CC(=O)N1Cc2ccc(C(=O)Nc3cccc(Br)c3)cc2C1,C21
RL_GEOMEAN_0235,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3nccc(C)n3)c2C1,C23
RL_GEOMEAN_0236,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(CNCC(N)CF)c2C1,C24
RL_GEOMEAN_0237,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(CC(C)=O)c2C1,C20
RL_GEOMEAN_0238,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4cccnc4)cn3)c2C1,C24
RL_GEOMEAN_0239,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)NCCc3cc[nH]c3)c2C1,C24
RL_GEOMEAN_0240,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncc(OC)cn3)c2C1,C24
RL_GEOMEAN_0241,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(C)c4ccc(OC)cc34)c2C1,C27
RL_GEOMEAN_0242,RL_GEOMEAN,C=CC(=O)N1Cc2ccc(C(=O)Nc3cn(-c4ccccn4)cn3)cc2C1,C24
RL_GEOMEAN_0243,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)N(c3ccccc3)c3ncc[nH]3)c2C1,C24
RL_GEOMEAN_0244,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)c3cccc(CC)c3)c2C1,C24
RL_GEOMEAN_0245,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc(C(F)F)c3)c2C1,C23
RL_GEOMEAN_0246,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3nc[nH]n3)c2C1,C20
RL_GEOMEAN_0247,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cncc(C)n3)c2C1,C23
RL_GEOMEAN_0248,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(-c3cccnc3)c2C1,C18
RL_GEOMEAN_0249,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccn3C)c2C1,C22
RL_GEOMEAN_0250,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3coc(C)c3)c2C1,C22
RL_GEOMEAN_0251,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(C)[nH]3)c2C1,C22
RL_GEOMEAN_0252,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)N=C(N)c3ccncc3)c2C1,C24
RL_GEOMEAN_0253,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3conc3C)c2C1,C22
RL_GEOMEAN_0254,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(Br)cc(O)n3)c2C1,C22
RL_GEOMEAN_0255,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(-c4ccnnc4)cn3)c2C1,C24
RL_GEOMEAN_0256,RL_GEOMEAN,C=CC(=O)N1CCC(Nc2cccc(C(=C)C)c2)=N1,C22
RL_GEOMEAN_0257,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(O)cn3)c2C1,C22
RL_GEOMEAN_0258,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)N[C@H](C)c3ccccc3)c2C1,C25
RL_GEOMEAN_0259,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C[C@H](O)c3cccc(O)c3)c2C1,C24
RL_GEOMEAN_0260,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3nc(C)cs3)c2C1,C22
RL_GEOMEAN_0261,RL_GEOMEAN,C=CC(=O)N1Cc2cccc([C@@H](Nc3cnccn3)c3ccccn3)c2C1,C25
RL_GEOMEAN_0262,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc4cccc(F)c34)c2C1,C23
RL_GEOMEAN_0263,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccc(C(C)C)cc3)c2C1,C27
RL_GEOMEAN_0264,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(F)(F)F)ccn3)c2C1,C23
RL_GEOMEAN_0265,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc(CC)c3)c2C1,C25
RL_GEOMEAN_0266,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3c[nH]c4ccccc34)c2C1,C22
RL_GEOMEAN_0267,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(CC(=O)NCc3cc[nH]n3)c2C1,C24
RL_GEOMEAN_0268,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C)c(N)c3)c2C1,C24
RL_GEOMEAN_0269,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C(C)C)[nH]c3F)c2C1,C26
RL_GEOMEAN_0270,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)c(C(F)(F)F)cn3)c2C1,C25
RL_GEOMEAN_0271,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cn(Cc4cccc(F)c4)cn3)c2C1,C26
RL_GEOMEAN_0272,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(NC)c(C)c3)c2C1,C26
RL_GEOMEAN_0273,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc(C)on3)c2C1,C22
RL_GEOMEAN_0274,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3c[nH]nn3)c2C1,C20
RL_GEOMEAN_0275,RL_GEOMEAN,C=CC(=O)N1Cc2c(C(=O)Nc3cccnc3)cccc21,C19
RL_GEOMEAN_0276,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccc(C(=O)OC)c3)c2C1,C26
RL_GEOMEAN_0277,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C)c(F)c3)c2C1,C23
RL_GEOMEAN_0278,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3c(F)cccc3C#N)c2C1,C22
RL_GEOMEAN_0279,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(O)c3cncnc3)c2C1,C21
RL_GEOMEAN_0280,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3coc(C)n3)c2C1,C22
RL_GEOMEAN_0281,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(O)C=O)c2C1,C19
RL_GEOMEAN_0282,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)NC=O)c2C1,C19
RL_GEOMEAN_0283,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)N3CCCCC3)c2C1,C25
RL_GEOMEAN_0284,RL_GEOMEAN,C=CC(=O)N1Cc2c(cccc2C(=O)c2cnc(N)cn2)NC1=O,C22
RL_GEOMEAN_0285,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(NC4CCOC4)cn3)c2C1,C29
RL_GEOMEAN_0286,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnccc3Cl)c2C1,C21
RL_GEOMEAN_0287,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ccn(C(C)C)n3)c2C1,C26
RL_GEOMEAN_0288,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cc4ccccc4s3)c2C1,C22
RL_GEOMEAN_0289,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnc(C)nc3)c2C1,C23
RL_GEOMEAN_0290,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Oc3cccc(Cl)c3)c2C1,C21
RL_GEOMEAN_0291,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn(C)c3)c2C1,C22
RL_GEOMEAN_0292,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3ncco3)c2C1,C20
RL_GEOMEAN_0293,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cccnn3)c2C1,C21
RL_GEOMEAN_0294,RL_GEOMEAN,C=CC(=O)N1Cc2ccc(C(=O)Nc3cncc(Cl)c3)cc2C1,C21
RL_GEOMEAN_0295,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnn4cccc(C)c34)c2C1,C24
RL_GEOMEAN_0296,RL_GEOMEAN,C=CC(=O)N1Cc2c(cccc2C(=O)Nc2cn(C)cn2)CCN1,C25
RL_GEOMEAN_0297,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(Cc3cncnc3)c2C1,C20
RL_GEOMEAN_0298,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(C(=O)Nc3cnccc3C)c2C1,C23
RL_GEOMEAN_0299,RL_GEOMEAN,C=CC(=O)N1Cc2cccc(Cc3cn(C)cc3C)c2C1,C23
